,MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
6499,11197,Kuma no Puutarou,Unknown,Comedy,Unknown,クマのプー太郎,TV,30,"Apr 19, 1995 to Mar 29, 1996",Spring 1995,Unknown,Unknown,Studio Deen,Unknown,24 min. per ep.,Unknown,15195.0,14776,206,0,12,57,6,49,82,6.0,1.0,1.0,7.0,7.0,7.0,3.0,1.0,1.0,5.0
13239,35734,"Zoojazoo ""Watashi no Onaka""",Unknown,Music,Zoojazoo “My Stomach”,ズージャズー「わたしのおなか」,Music,1,"Dec 8, 2015",Unknown,Unknown,Unknown,Unknown,Unknown,2 min.,G - All Ages,13136.0,15075,188,0,8,136,4,12,28,5.0,1.0,3.0,5.0,11.0,20.0,22.0,10.0,7.0,9.0
471,504,Fatal Fury: The Motion Picture,6.59,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",Fatal Fury:The Motion Picture,餓狼伝説,Movie,1,"Jul 16, 1994",Unknown,"Shochiku, Nihon Ad Systems, Fuji TV","VIZ Media, Discotek Media",Unknown,Game,1 hr. 36 min.,R+ - Mild Nudity,5424.0,4786,10705,41,191,8522,91,75,1826,333.0,495.0,963.0,1665.0,1374.0,768.0,348.0,148.0,87.0,35.0
13334,35965,Baja no Studio,7.05,"Fantasy, Magic",Unknown,バジャのスタジオ,OVA,1,"Oct 28, 2017",Unknown,"Lantis, Rakuonsha",Unknown,Kyoto Animation,Original,21 min.,PG - Children,3438.0,7051,4042,5,97,2215,28,51,1651,102.0,129.0,377.0,573.0,330.0,143.0,23.0,23.0,5.0,8.0
819,904,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,5.9,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Dragon Ball Z:Bio-Broly,ドラゴンボールZ 超戦士撃破!!勝のはオレだ,Movie,1,"Jul 9, 1994",Unknown,Unknown,Funimation,Toei Animation,Manga,50 min.,PG-13 - Teens 13 or older,8528.0,1494,92592,32,560,86298,316,305,5113,3563.0,2789.0,5743.0,11016.0,11878.0,8813.0,6601.0,3594.0,2312.0,1543.0
11003,31563,"Ano Hi, Bokura wa Senjou de: Shounenhei no Kokuhaku",Unknown,Historical,Unknown,"あの日, 僕らは戦場で ~少年兵の告白~",Special,1,"Aug 11, 2015",Unknown,Unknown,Unknown,Unknown,Other,22 min.,R - 17+ (violence & profanity),13276.0,13302,317,1,17,112,4,43,141,11.0,1.0,4.0,21.0,15.0,9.0,3.0,Unknown,1.0,6.0
8894,23303,Hiroshima e no Tabi,5.92,"Drama, Historical, Slice of Life",A Journey to Hiroshima,ヒロシマへの旅,OVA,1,"Jul 20, 1994",Unknown,Shinano Kikaku,Unknown,Toei Animation,Unknown,31 min.,G - All Ages,8478.0,12962,359,0,14,155,4,32,154,5.0,1.0,10.0,14.0,26.0,26.0,17.0,2.0,3.0,1.0
9906,28953,Sougiya to Inu,5.03,"Dementia, Horror",The Undertaker and the Dog,葬儀屋と犬,Movie,1,2010,Unknown,Unknown,Unknown,Unknown,Unknown,4 min.,G - All Ages,10586.0,11501,649,0,17,420,6,29,177,15.0,3.0,10.0,26.0,40.0,80.0,33.0,28.0,23.0,34.0
11506,32763,One and Three Four,5.41,Music,Unknown,ONE AND THREE FOUR,Music,1,"Aug 8, 2013",Unknown,Space Shower Music,Unknown,Unknown,Original,3 min.,G - All Ages,9906.0,13370,311,0,7,236,3,15,50,7.0,2.0,11.0,13.0,29.0,33.0,26.0,12.0,10.0,19.0
15304,39037,Be Rockin',Unknown,Music,Be Rockin',Be Rockin',ONA,5,"Feb 7, 2011",Unknown,Unknown,Unknown,Anon Pictures,Original,2 min. per ep.,G - All Ages,13416.0,15508,164,0,12,53,8,18,73,3.0,1.0,Unknown,1.0,7.0,4.0,6.0,3.0,9.0,6.0
15108,38766,Roll,5.19,Cars,ROLL,ROLL,ONA,1,"Aug 16, 2014",Unknown,Unknown,Unknown,Unknown,Original,12 sec.,G - All Ages,10349.0,14328,236,1,7,183,0,14,32,17.0,1.0,Unknown,7.0,6.0,30.0,12.0,12.0,17.0,28.0
6695,12133,Sekaikei Sekai Ron,5.8,"Sci-Fi, Psychological",Unknown,セカイ系セカイ論,OVA,1,2009,Unknown,Unknown,Sentai Filmworks,Unknown,Unknown,4 min.,G - All Ages,8845.0,10539,962,2,16,573,14,21,338,13.0,9.0,31.0,72.0,103.0,85.0,51.0,13.0,10.0,9.0
7471,16574,Yu☆Gi☆Oh! Zexal Special,6.15,"Action, Fantasy, Game, Shounen",Unknown,めざせ世界一!「遊戯王ZEXAL」内村航平選手も出るよスペシャル,Special,1,"Sep 17, 2012",Unknown,"TV Tokyo, Nihon Ad Systems",Unknown,Unknown,Manga,8 min.,PG-13 - Teens 13 or older,7557.0,7044,4057,4,97,2095,102,138,1625,122.0,59.0,103.0,228.0,344.0,213.0,82.0,48.0,27.0,40.0
14536,37877,Promedicus,Unknown,School,Unknown,プロメディカス,ONA,4,"Jan 26, 2018 to Feb 10, 2018",Unknown,Unknown,Unknown,Unknown,Original,15 sec. per ep.,G - All Ages,11641.0,14418,230,0,14,113,3,22,78,5.0,Unknown,5.0,11.0,10.0,14.0,10.0,9.0,5.0,3.0
17221,43288,Tsukiusa. Gekijou,Unknown,Comedy,Unknown,ツキウサ。劇場,ONA,12,"Oct 7, 2020 to Dec 23, 2020",Unknown,Unknown,Unknown,Unknown,Other,Unknown,PG-13 - Teens 13 or older,12629.0,13204,329,0,39,59,14,24,193,5.0,3.0,5.0,3.0,8.0,10.0,1.0,3.0,1.0,3.0
8646,22319,Tokyo Ghoul,7.81,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen",Tokyo Ghoul,東京喰種-トーキョーグール-,TV,12,"Jul 4, 2014 to Sep 19, 2014",Summer 2014,"Marvelous AQL, TC Entertainment, Shueisha",Funimation,Studio Pierrot,Manga,24 min. per ep.,R - 17+ (violence & profanity),807.0,7,1895488,45519,74612,1594880,24334,38668,162994,190342.0,250814.0,348603.0,261579.0,112177.0,51649.0,24805.0,10284.0,5144.0,4794.0
9762,28339,2005-nen Uchuu no Tabi,4.51,"Space, Dementia, Sci-Fi",Unknown,2005年宇宙の旅,Special,1,"Dec 31, 2005",Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,10900.0,8859,1976,3,20,1642,8,56,250,28.0,12.0,22.0,83.0,185.0,265.0,191.0,110.0,127.0,132.0
13161,35610,Chizu no Nai Bouken,5.76,Slice of Life,Adventure Without a Map,地図のない冒険,ONA,1,"May 19, 2017",Unknown,Imagine,Unknown,Unknown,Original,5 min.,G - All Ages,8962.0,13250,323,0,18,181,2,22,100,6.0,1.0,1.0,19.0,35.0,35.0,14.0,6.0,2.0,6.0
772,855,Strawberry Panic,7.31,"Drama, Romance, School, Shoujo Ai",Strawberry Panic,ストロベリー・パニック,TV,26,"Apr 4, 2006 to Sep 26, 2006",Spring 2006,"Lantis, Dwango",Media Blasters,"Madhouse, Imagin",Other,25 min. per ep.,PG-13 - Teens 13 or older,2285.0,1269,113097,1885,5893,58091,5851,7643,35619,5688.0,6647.0,10267.0,12185.0,7441.0,4101.0,1956.0,772.0,461.0,353.0
4126,5415,La Rose de Versailles,5.7,"Military, Slice of Life, Historical, Drama, Romance",Unknown,ベルサイユのばら,Special,1,2007,Unknown,Unknown,Unknown,Toei Animation,Unknown,4 min.,G - All Ages,9150.0,7846,2957,11,83,1127,50,77,1620,39.0,29.0,58.0,90.0,146.0,172.0,72.0,51.0,25.0,28.0
5160,7803,Challenge Ichinensei de Kakkoii Ichinensei ni Henshin!,Unknown,Kids,Question Fairy,チャレンジ1年生でかっこいい1年生にへんしん!DVD,OVA,1,"Feb 10, 2008 to Feb 11, 2008",Unknown,Unknown,Unknown,Unknown,Unknown,35 min.,PG - Children,13556.0,13492,298,1,13,81,12,40,152,3.0,1.0,1.0,10.0,11.0,7.0,5.0,1.0,2.0,7.0
11749,33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,8.09,"Comedy, Romance, School",Unknown,"やはり俺の青春ラブコメはまちがっている. 続 きっと, 女の子はお砂糖とスパイスと素敵な何かでできている。",OVA,1,"Oct 27, 2016",Unknown,5pb.,feel.,feel.,Light novel,23 min.,PG-13 - Teens 13 or older,432.0,865,171668,1822,3436,143746,881,497,23108,14843.0,22504.0,36032.0,19968.0,5347.0,1787.0,442.0,167.0,96.0,130.0
4459,6098,Sora no Manimani,7.09,"Slice of Life, Comedy, Romance, School, Seinen",At The Mercy of The Sky,宙のまにまに,TV,12,"Jul 7, 2009 to Sep 22, 2009",Summer 2009,"Sony Pictures Entertainment, Marvelous, Lantis, Pony Canyon, AT-X, Delfi Sound",Unknown,Studio Comet,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3235.0,2603,38230,64,1901,19181,1490,1557,14101,658.0,1353.0,3821.0,5452.0,2859.0,1253.0,330.0,112.0,42.0,42.0
1959,2140,Aniyome,6.39,Hentai,Unknown,兄嫁,OVA,2,"Oct 8, 2004 to Jan 14, 2005",Unknown,Digital Works,Critical Mass Video,Y.O.U.C,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,6756,4501,17,264,2808,175,155,1099,140.0,114.0,245.0,421.0,354.0,278.0,104.0,70.0,37.0,28.0
14005,37023,Layton Mystery Tanteisha: Katri no Nazotoki File,7.26,"Mystery, Comedy, Kids",Unknown,レイトン ミステリー探偵社~カトリーのナゾトキファイル~,TV,50,"Apr 8, 2018 to Mar 31, 2019",Spring 2018,Level-5,Unknown,LIDENFILMS,Game,23 min. per ep.,PG - Children,2538.0,4360,13429,48,2274,1928,1293,1469,6465,221.0,241.0,580.0,908.0,479.0,251.0,69.0,28.0,15.0,19.0
15494,39282,Beyblade Burst Gachi,6.09,"Action, Sci-Fi, Adventure, Sports, Shounen",Unknown,ベイブレードバーストGT (ガチ),TV,52,"Apr 5, 2019 to Mar 27, 2020",Spring 2019,Unknown,Unknown,OLM,Original,14 min. per ep.,PG - Children,7855.0,7192,3883,39,547,1478,142,342,1374,126.0,84.0,127.0,253.0,279.0,234.0,137.0,52.0,54.0,53.0
16299,40684,Twinkle World feat. Hatsune Miku,5.87,Music,Unknown,Twinkle World feat. 初音ミク,Music,1,"Aug 11, 2014",Unknown,Toy's Factory,Unknown,Unknown,Original,4 min.,G - All Ages,8641.0,14241,243,0,5,201,2,4,31,5.0,4.0,11.0,21.0,33.0,33.0,15.0,5.0,5.0,6.0
4549,6311,Sarutobi Ecchan,6.04,"Comedy, Kids, Magic, School",Sarutobi Ecchan,さるとびエッちゃん,TV,26,"Oct 4, 1971 to Mar 27, 1972",Fall 1971,Unknown,Unknown,Toei Animation,Unknown,25 min. per ep.,PG - Children,8062.0,11338,686,0,33,250,20,90,293,6.0,5.0,8.0,29.0,59.0,38.0,18.0,7.0,7.0,6.0
16835,42072,Kenja no Deshi wo Nanoru Kenja,Unknown,"Adventure, Fantasy",She professed herself the pupil of the wise man.,賢者の弟子を名乗る賢者,TV,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Light novel,Unknown,Unknown,Unknown,7466,3524,19,0,0,0,0,3524,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
10476,30332,Comics,4.51,Dementia,Unknown,コミックス,Movie,1,1979,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10901.0,11943,539,0,5,416,4,33,81,7.0,1.0,7.0,13.0,30.0,52.0,48.0,47.0,35.0,51.0
14973,38536,Hitori no Shita: The Outcast 3rd Season,6.82,"Action, Mystery, Super Power, Psychological, Supernatural, Drama, Martial Arts",The Outcast 3rd Season,一人之下3 入世篇,ONA,8,"Apr 24, 2020 to May 8, 2020",Unknown,Unknown,Unknown,BigFireBird Animation,Manga,23 min. per ep.,R - 17+ (violence & profanity),4346.0,3725,19458,80,1953,3448,461,281,13315,227.0,210.0,454.0,793.0,593.0,245.0,104.0,24.0,22.0,26.0
7874,18375,Kaitou Reinya Pilot,5.27,Comedy,Unknown,「怪盗レーニャ」パイロット版,Special,1,"Jun 25, 2010",Unknown,Unknown,Unknown,Stingray,4-koma manga,3 min.,G - All Ages,10194.0,11339,691,0,10,541,10,25,105,10.0,4.0,11.0,48.0,92.0,92.0,66.0,31.0,21.0,14.0
14971,38534,Huoli Shaonian Wang 3,Unknown,"Game, Kids",Blazing Teens 3,火力少年王3,TV,40,2010,Unknown,Alpha Group Co. Ltd.,Unknown,Unknown,Original,24 min. per ep.,G - All Ages,14538.0,15089,190,0,12,106,8,21,43,18.0,3.0,4.0,14.0,12.0,9.0,8.0,5.0,3.0,6.0
13535,36290,Xiang Ling Ji,6.69,"Action, Demons, Fantasy",Unknown,降灵记,ONA,15,"Mar 22, 2017 to Aug 16, 2017",Unknown,Tencent Animation & Comics,Unknown,"Pb Animation Co. Ltd., Studio LAN",Web manga,16 min. per ep.,PG-13 - Teens 13 or older,4944.0,9400,1610,12,182,538,55,78,757,26.0,30.0,71.0,113.0,97.0,41.0,12.0,11.0,6.0,7.0
13295,35854,Zero Seiki Movie 2: Herlock,Unknown,"Action, Sci-Fi, Adventure",Unknown,零世紀 ハーロック,Movie,1,Unknown,Unknown,Unknown,Unknown,Unknown,Manga,Unknown,Unknown,Unknown,9863,1330,0,0,0,0,0,1330,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
14164,37285,"Ippun de Wakaru Eiga ""Donten ni Warau"" Kaisetsu Yokoku",5.12,"Historical, Parody",Unknown,1分でわかる映画「曇天に笑う」　解説予告,ONA,1,"Feb 9, 2018",Unknown,Unknown,Unknown,Unknown,Other,1 min.,G - All Ages,10459.0,11026,783,1,30,317,19,71,346,7.0,3.0,2.0,13.0,25.0,48.0,41.0,24.0,13.0,29.0
16374,40812,Furidashi,Unknown,"Dementia, Music",Starting Over,ふりだし,Movie,1,2016,Unknown,Geidai Animation,Unknown,Unknown,Original,8 min.,G - All Ages,14000.0,16709,104,1,1,78,1,4,20,3.0,Unknown,3.0,4.0,15.0,10.0,10.0,4.0,2.0,5.0
7762,17871,Yonhyaku-nijuu Renpai Girl,5.82,"Comedy, Romance, School","If I don't successfully pick up 420 girls, I am going to die in a lot of different ways.",四百二十連敗ガール,Special,1,"Jan 25, 2013",Unknown,Unknown,Kadokawa,Trigger,Light novel,2 min.,PG-13 - Teens 13 or older,8790.0,6714,4595,11,202,2505,62,75,1751,97.0,60.0,138.0,326.0,400.0,359.0,151.0,75.0,68.0,60.0
14125,37217,Heat Meat Up: Kokusan Sengen,Unknown,Music,Heat Meat Up:Domestic Proclamation,Heat Meat Up ～国産宣言～,Music,1,"Feb 27, 2015",Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,14308.0,15897,143,1,1,83,1,11,47,5.0,Unknown,3.0,4.0,5.0,19.0,5.0,4.0,2.0,16.0
486,519,Mahoraba: Heartful days,7.34,"Comedy, Drama, Romance, Shounen",Unknown,まほらば ~Heartful days~,TV,26,"Jan 10, 2005 to Jun 27, 2005",Winter 2005,"Starchild Records, TV Tokyo Music",Unknown,J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2162.0,3486,22090,103,926,12201,872,962,7129,618.0,1227.0,2467.0,2714.0,1370.0,653.0,226.0,68.0,42.0,33.0
16137,40403,Shin Sakura Taisen the Animation,5.81,"Sci-Fi, Adventure, Mecha, Shounen",Sakura Wars the Animation,新サクラ大戦 the Animation,TV,12,"Apr 3, 2020 to Jun 19, 2020",Spring 2020,"Sega, Sammy, Tencent Japan",Funimation,SANZIGEN,Game,23 min. per ep.,PG-13 - Teens 13 or older,8788.0,4335,13568,24,1523,2862,441,2302,6440,103.0,96.0,209.0,532.0,703.0,759.0,443.0,256.0,159.0,146.0
4428,6041,Honoo no Haramase Doukyuusei,6.68,"Harem, Hentai, School, Yuri",Unknown,炎の孕ませ同級生,OVA,2,"Dec 25, 2008 to Jun 25, 2009",Unknown,"Milky Animation Label, T-Rex",Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,5754,6786,21,536,3341,321,275,2313,235.0,166.0,348.0,560.0,416.0,258.0,92.0,66.0,39.0,50.0
13010,35365,Kkoma Sinseon Tao 2,Unknown,"Kids, Magic",Little Wizard Tao 2,금주의 꼬마신선 타오2,TV,13,"Jan 5, 2013 to Apr 6, 2013",Winter 2013,Unknown,Unknown,Unknown,Original,22 min. per ep.,G - All Ages,15079.0,16463,116,1,7,44,4,30,31,4.0,1.0,Unknown,2.0,1.0,13.0,1.0,1.0,1.0,5.0
11960,33548,Babyshiba,5.68,Comedy,Unknown,ベビしば,Special,7,"2011 to Feb 20, 2020",Unknown,Unknown,Unknown,Unknown,Original,30 sec. per ep.,G - All Ages,9207.0,12230,482,0,11,296,14,41,120,17.0,7.0,12.0,29.0,33.0,57.0,20.0,9.0,10.0,17.0
14577,37937,Wan Jie Xian Zong,7.37,"Action, Adventure, Demons, Fantasy, Historical, Martial Arts, Romance",Unknown,万界仙踪,ONA,40,"Mar 21, 2018 to Jul 28, 2018",Unknown,Ruo Hong Culture,Unknown,Unknown,Web manga,7 min. per ep.,PG-13 - Teens 13 or older,2022.0,8531,2246,23,237,1292,45,103,569,112.0,100.0,268.0,279.0,108.0,49.0,14.0,7.0,2.0,16.0
8799,22955,Francesca,5.49,"Fantasy, Comedy",Hungry Zombie Francesca,フランチェスカ,TV,24,"Jul 7, 2014 to Dec 15, 2014",Summer 2014,"Pony Canyon, Bandai Namco Games, Daiichikosho, HeART-BIT, Hokkaido Azmacy, Hokkaido Cultural Broadcasting, Teichiku Entertainment, Amuse",Unknown,Telecom Animation Film,Original,11 min. per ep.,PG-13 - Teens 13 or older,9703.0,5186,8628,6,801,1384,792,1800,3851,51.0,55.0,126.0,246.0,378.0,376.0,270.0,192.0,134.0,104.0
13017,35376,Himouto! Umaru-chan R,7.36,"Comedy, School, Seinen, Slice of Life",Unknown,干物妹！うまるちゃんR,TV,12,"Oct 8, 2017 to Dec 24, 2017",Fall 2017,"AT-X, Flex Comix, TOHO animation, Good Smile Company, Shueisha, bilibili, BS11, Jinnan Studio, RAY",Sentai Filmworks,Doga Kobo,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2061.0,837,178583,488,12223,111513,5619,5851,43377,6847.0,9694.0,23993.0,27700.0,11647.0,4811.0,1800.0,741.0,435.0,468.0
6639,11837,Zetman,6.89,"Action, Drama, Horror, Romance, Sci-Fi, Seinen, Supernatural",Zetman,ゼットマン,TV,13,"Apr 3, 2012 to Jun 26, 2012",Spring 2012,"TV Asahi, Asatsu DK, YTV, Toho, Sakura Create, TMS Music","VIZ Media, NYAV Post",TMS Entertainment,Manga,24 min. per ep.,R+ - Mild Nudity,4096.0,1295,110214,251,5522,66331,3327,6494,28540,2843.0,4913.0,10668.0,15724.0,9737.0,4992.0,2519.0,1061.0,520.0,331.0
9718,28109,Kuzuryuugawa to Shounen,Unknown,"Drama, Historical",The Boy & A Great River,九頭竜川と少年,OVA,1,"Oct, 1998",Unknown,Unknown,Unknown,Mushi Production,Unknown,30 min.,G - All Ages,15232.0,14888,200,0,14,39,6,39,102,4.0,1.0,8.0,4.0,1.0,3.0,Unknown,1.0,Unknown,2.0
14020,37050,Sore Ike! Anpanman: Kagayake! Kurun to Inochi no Hoshi,Unknown,"Comedy, Kids, Fantasy",Unknown,それいけ! アンパンマン かがやけ! クルンといのちの星,Movie,1,"Jun 30, 2018",Unknown,Unknown,Unknown,TMS Entertainment,Picture book,Unknown,PG - Children,12135.0,15234,179,0,2,42,3,28,104,5.0,Unknown,3.0,3.0,5.0,5.0,Unknown,Unknown,1.0,2.0
5277,8197,So Ra No Wo To Specials,7.55,"Military, Music, Sci-Fi, Slice of Life",Sound of the Sky,ソ・ラ・ノ・ヲ・ト,Special,2,"Jun 23, 2010 to Sep 22, 2010",Unknown,Aniplex,Unknown,A-1 Pictures,Original,24 min. per ep.,PG-13 - Teens 13 or older,1413.0,3346,23788,12,405,18670,330,192,4191,1096.0,2037.0,4112.0,3784.0,1525.0,585.0,183.0,78.0,27.0,34.0
1832,2012,Jigoku Sensei Nube,7.55,"Adventure, Comedy, Horror, Romance, School, Shounen, Supernatural",Unknown,地獄先生ぬ～べ～,TV,49,"Apr 13, 1996 to Jun 21, 1997",Spring 1996,TV Asahi,Unknown,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1430.0,4134,15317,108,984,5828,1017,814,6674,438.0,750.0,1402.0,1465.0,616.0,251.0,63.0,39.0,17.0,19.0
14475,37764,Mobile Suit Gundam NT,6.64,"Action, Drama, Mecha, Military, Sci-Fi, Space",Mobile Suit Gundam Narrative,機動戦士ガンダムNT（ナラティブ）,Movie,1,"Nov 30, 2018",Unknown,"Sotsu, Shochiku",NYAV Post,Sunrise,Novel,1 hr. 30 min.,PG-13 - Teens 13 or older,5188.0,4668,11359,29,274,6432,99,98,4456,234.0,381.0,976.0,1517.0,953.0,469.0,319.0,125.0,78.0,47.0
12942,35263,Escape from Tsuki no Uragawa Zoo,5.67,"Drama, Fantasy, Music",Escape from Tsuki no Uragawa Zoo,Escape from Tsuki No Uragawa ZOO,Music,1,"Nov 16, 2016",Unknown,Space Shower Music,Unknown,Unknown,Music,3 min.,PG - Children,9250.0,13720,280,0,8,189,2,15,66,8.0,2.0,5.0,17.0,36.0,30.0,15.0,9.0,5.0,10.0
2083,2277,Mahou Yuugi 2D,6.39,"Adventure, Comedy, Magic, Fantasy",Magical Play,魔法遊戯:飛び出す!!ハナマル大冒険,ONA,24,"Nov 16, 2001 to May 3, 2002",Unknown,"Starchild Records, Imagica, Arcturus","ADV Films, Sentai Filmworks",AIC,Original,5 min. per ep.,PG-13 - Teens 13 or older,6458.0,7696,3145,7,135,1328,125,211,1346,47.0,64.0,160.0,299.0,236.0,165.0,81.0,39.0,25.0,19.0
15710,39617,Yakusoku no Neverland 2nd Season,7.49,"Sci-Fi, Mystery, Psychological, Thriller, Shounen",The Promised Neverland Season 2,約束のネバーランド,TV,11,"Jan 8, 2021 to ?",Winter 2021,"Aniplex, Shueisha",Aniplex of America,CloverWorks,Manga,22 min. per ep.,R - 17+ (violence & profanity),1621.0,248,482725,5090,260775,60,6458,6966,208466,12779.0,16128.0,22811.0,15824.0,7158.0,3732.0,2842.0,1215.0,849.0,1530.0
6005,9968,Wana: Hakudaku Mamire no Houkago,6.55,Hentai,Unknown,輪罠（わな）～白濁まみれの放課後～,OVA,2,"Feb 25, 2011 to Apr 28, 2011",Unknown,Suzuki Mirano,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,6316,5326,19,484,2859,258,208,1517,184.0,151.0,269.0,446.0,400.0,217.0,108.0,60.0,31.0,44.0
12003,33681,Flying Witch Petit Special,5.99,"Comedy, Slice of Life, Supernatural",Unknown,ふらいんぐうぃっち ぷち BD&DVD Vol.1 発売記念編,Special,1,"Jun 22, 2016",Unknown,"VAP, Magic Capsule",Sentai Filmworks,domerica,Manga,2 min.,PG-13 - Teens 13 or older,8273.0,5800,6587,4,250,2985,145,117,3090,82.0,52.0,166.0,338.0,508.0,441.0,117.0,62.0,28.0,38.0
5446,8626,Good Morning,6.03,"Slice of Life, Music",Unknown,Good Morning,Music,1,"Apr, 2008",Unknown,Unknown,Unknown,OLM,Music,3 min.,G - All Ages,8117.0,7405,3577,36,37,3124,12,35,369,271.0,76.0,190.0,331.0,410.0,467.0,227.0,126.0,59.0,80.0
13654,36480,Drifters (OVA),7.57,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",Drifters,DRIFTERS,OVA,2,"Dec 23, 2017",Unknown,Unknown,Unknown,Hoods Drifters Studio,Manga,26 min. per ep.,R - 17+ (violence & profanity),1367.0,1984,60741,75,1462,26092,686,418,32083,1684.0,2324.0,5708.0,5809.0,1787.0,628.0,187.0,57.0,34.0,32.0
16229,40559,TRAPxTRAP feat. Hatsune Miku,5.66,Music,Unknown,TRAP×TRAP feat. 初音ミク,Music,1,"Jan 25, 2013",Unknown,Toy's Factory,Unknown,Unknown,Original,3 min.,G - All Ages,9279.0,14009,260,0,5,214,1,4,36,7.0,1.0,12.0,16.0,31.0,31.0,20.0,8.0,7.0,6.0
8163,19877,Battle Spirits: Sword Eyes Gekitouden,6.77,"Game, Adventure, Fantasy",Unknown,バトルスピリッツ ソードアイズ激闘伝,TV,21,"Apr 7, 2013 to Sep 8, 2013",Spring 2013,Unknown,Unknown,Sunrise,Card game,25 min. per ep.,PG - Children,4578.0,9766,1375,1,65,580,42,94,594,38.0,33.0,68.0,109.0,66.0,37.0,10.0,7.0,7.0,4.0
13709,36573,dwarf Movie Lab,Unknown,Kids,Unknown,dwarf movie lab,ONA,13,"May 2, 2014",Unknown,Unknown,Unknown,dwarf,Other,39 sec. per ep.,G - All Ages,13879.0,15404,169,0,9,93,2,18,47,5.0,Unknown,Unknown,2.0,11.0,17.0,8.0,9.0,2.0,12.0
6329,10701,Ulysses 31 Pilot,5.82,"Action, Adventure, Sci-Fi, Space",Unknown,ULYSSES 31,Special,1,1980,Unknown,Unknown,Unknown,TMS Entertainment,Unknown,24 min.,G - All Ages,8790.0,11979,533,0,25,278,14,50,166,11.0,4.0,8.0,39.0,49.0,44.0,16.0,5.0,8.0,6.0
12789,35055,Mametarou Ganbare,Unknown,Kids,Unknown,まめたろうがんばれ,OVA,1,Unknown,Unknown,Unknown,Unknown,Unknown,Original,7 min.,G - All Ages,15393.0,16900,89,0,8,20,0,32,29,4.0,1.0,Unknown,1.0,3.0,1.0,Unknown,Unknown,Unknown,3.0
3090,3512,Tenshi Nanka ja Nai,6.16,"Comedy, Drama, Shoujo",Unknown,天使なんかじゃない,OVA,1,"Sep 21, 1994",Unknown,Shueisha,Unknown,Group TAC,Manga,30 min.,PG - Children,7517.0,7678,3179,3,71,1677,38,52,1341,36.0,47.0,136.0,293.0,359.0,259.0,68.0,30.0,20.0,11.0
5917,9810,Nyani ga Nyandaa Nyandaa Kamen,6.52,"Comedy, Kids",Unknown,ニャニがニャンだー ニャンダーかめん,TV,83,"Feb 6, 2000 to Sep 30, 2001",Winter 2000,Unknown,Unknown,Sunrise,Picture book,25 min. per ep.,PG - Children,5791.0,11462,653,2,24,350,31,101,147,31.0,19.0,41.0,82.0,63.0,46.0,11.0,3.0,6.0,1.0
4632,6531,Kimihagu,6.71,Hentai,Unknown,きみはぐ,OVA,2,"May 25, 2009 to Aug 25, 2009",Unknown,"Milky Animation Label, MS Pictures",Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,6620,4721,6,382,2730,222,175,1212,140.0,147.0,309.0,516.0,373.0,204.0,78.0,42.0,19.0,26.0
3649,4458,Bavel no Hon,5.62,Kids,Bavel's Book,バベルの本,Special,1,"Oct 14, 1996",Unknown,"NHK, Yamamura Animation, Inc.",Unknown,Unknown,Unknown,5 min.,G - All Ages,9371.0,8160,2610,1,16,2075,15,35,469,33.0,23.0,94.0,300.0,389.0,353.0,168.0,87.0,57.0,36.0
16199,40504,Major 2nd (TV) 2nd Season,7.6,"Comedy, Sports, Drama, Shounen",Unknown,メジャーセカンド,TV,25,"Apr 4, 2020 to Nov 7, 2020",Spring 2020,Unknown,Unknown,OLM,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1272.0,4376,13317,70,3042,5440,347,326,4162,410.0,719.0,1717.0,1562.0,526.0,189.0,57.0,17.0,5.0,20.0
