,Unnamed: 0,MAL_ID,Name,Genres,English name,Type,Episodes,Aired,Producers,Licensors,Studios,Source,Duration,Rating
16309,16309,40699,Ai no Tabidachi,"['Kids', 'Music']",,Music,1.0,"[datetime.datetime(1989, 12, 2, 0, 0)]",['NHK'],['Unknown'],,Original,2.0,G
8341,8341,20853,Hitsugi no Chaika,"['Action', 'Adventure', 'Comedy', 'Romance', 'Fantasy']",Chaika -The Coffin Princess-,TV,12.0,"[datetime.datetime(2014, 4, 10, 0, 0), datetime.datetime(2014, 6, 26, 0, 0)]","['Kadokawa Shoten', 'flying DOG', 'Fujimi Shobo']",['Sentai Filmworks'],Bones,Light novel,24.0,R
17270,17270,43602,Ookina Furudokei (1973),"['Music', 'Kids']",,Music,1.0,"[datetime.datetime(1973, 6, 18, 0, 0)]",['NHK'],['Unknown'],,Music,2.0,G
343,343,367,Akazukin Chacha OVA,"['Comedy', 'Fantasy', 'Magic']",,OVA,3.0,"[datetime.datetime(1995, 12, 6, 0, 0), datetime.datetime(1996, 3, 6, 0, 0)]",['Nihon Ad Systems'],['Unknown'],Gallop,Manga,24.0,G
6925,6925,13217,Hishoka Drop The Animation,['Hentai'],,OVA,1.0,"[datetime.datetime(2012, 5, 25, 0, 0)]",['Pink Pineapple'],['Unknown'],G-Lam,Manga,26.0,Rx
4143,4143,5466,Mahoutsukai Tai! vs. Shamanic Princess,"['Comedy', 'Magic', 'Fantasy']",,OVA,1.0,"[datetime.datetime(1998, 1, 1, 0, 0)]",['Bandai Visual'],['NYAV Post'],,,5.0,PG13
3212,3212,3672,Tottemo! Luckyman,"['Comedy', 'Super Power', 'Sci-Fi', 'Shounen']",,TV,50.0,"[datetime.datetime(1994, 4, 6, 0, 0), datetime.datetime(1995, 3, 23, 0, 0)]","['TV Tokyo', 'Yomiko Advertising', 'TV Tokyo Music']",['Unknown'],Studio Pierrot,Manga,24.0,G
15504,15504,39296,For,['Music'],For,Music,1.0,"[datetime.datetime(2008, 12, 28, 0, 0)]",['Unknown'],['Unknown'],,Original,3.0,G
2921,2921,3271,Bakutou Sengen Daigunder,"['Sci-Fi', 'Adventure', 'Mecha']",Daigunder,TV,39.0,"[datetime.datetime(2002, 4, 5, 0, 0), datetime.datetime(2002, 12, 27, 0, 0)]","['TV Tokyo', 'Victor Entertainment']",['Unknown'],Nippon Animation,Original,21.0,PG
3064,3064,3475,Muramasa,"['Historical', 'Horror', 'Martial Arts', 'Samurai']",Muramasa,Movie,1.0,"[datetime.datetime(1987, 8, 21, 0, 0)]",['Tezuka Productions'],['Unknown'],,Original,8.0,PG13
14300,14300,37501,Hug tto! Precure♡Futari wa Precure Movie: All Stars Memories,"['Action', 'Fantasy', 'Magic', 'Shoujo']",,Movie,1.0,"[datetime.datetime(2018, 10, 27, 0, 0)]",['Unknown'],['Unknown'],Toei Animation,Original,73.0,G
10545,10545,30438,MILPOM★ Pilot,"['Comedy', 'Shoujo']",,Special,1.0,"[datetime.datetime(2015, 3, 20, 0, 0)]",['Unknown'],['Unknown'],Bandai Namco Pictures,Original,3.0,PG13
10124,10124,29738,Konchuu Monogatari Tentoumu Chu! to Mitsubachi Hatsu Chu!,['Music'],,TV,10.0,"[datetime.datetime(2014, 4, 29, 0, 0), datetime.datetime(2014, 7, 8, 0, 0)]","['VAP', 'Nippon Television Network', 'Opera House']",['Unknown'],Tatsunoko Production,,2.0,G
3029,3029,3432,Chou Mashin Eiyuuden Wataru,"['Action', 'Adventure', 'Comedy', 'Mecha']",Super Demon Hero Wataru,TV,51.0,"[datetime.datetime(1997, 10, 2, 0, 0), datetime.datetime(1998, 9, 24, 0, 0)]",['Unknown'],['Unknown'],Sunrise,,24.0,G
10342,10342,30092,Wakie Wakie,['Music'],,Music,1.0,"[datetime.datetime(2015, 1, 9, 0, 0)]",['Studio Binzo'],['Unknown'],,,1.0,G
6250,6250,10524,Duel Masters Victory,"['Action', 'Adventure', 'Comedy', 'Shounen']",,TV,52.0,"[datetime.datetime(2011, 4, 2, 0, 0), datetime.datetime(2012, 3, 31, 0, 0)]",['Shogakukan-Shueisha Productions'],['Unknown'],,Original,10.0,PG13
7687,7687,17549,Non Non Biyori,"['Comedy', 'School', 'Seinen', 'Slice of Life']",Non Non Biyori,TV,12.0,"[datetime.datetime(2013, 10, 8, 0, 0), datetime.datetime(2013, 12, 24, 0, 0)]","['TV Tokyo', 'Lantis', 'Media Factory', 'Kadokawa Shoten', 'AT-X', 'Sony Music Communications']",['Sentai Filmworks'],SILVER LINK.,Manga,24.0,PG13
8295,8295,20529,Harinezumi,['Music'],Harinezumi,Music,1.0,"[datetime.datetime(2012, 7, 20, 0, 0)]",['Sony Music Entertainment'],['Unknown'],,,3.0,G
5092,5092,7625,Yousei Dick,"['Fantasy', 'Kids']",Fairy Dick,TV,26.0,"[datetime.datetime(1992, 6, 7, 0, 0), datetime.datetime(1992, 12, 6, 0, 0)]","['Marubeni', 'Grouper Productions']",['Unknown'],,,20.0,PG
4449,4449,6077,Akubi Girl,"['Comedy', 'Fantasy']",,TV,26.0,"[datetime.datetime(2006, 4, 2, 0, 0), datetime.datetime(2006, 9, 24, 0, 0)]",['Unknown'],['Unknown'],Tatsunoko Production,,4.0,PG
6113,6113,10213,Maji de Watashi ni Koi Shinasai!,"['Harem', 'Comedy', 'Super Power', 'Romance', 'Ecchi', 'Martial Arts', 'School']",Majikoi:Oh! Samurai Girls,TV,12.0,"[datetime.datetime(2011, 10, 2, 0, 0), datetime.datetime(2011, 12, 18, 0, 0)]",['Unknown'],['Sentai Filmworks'],Lerche,Visual novel,23.0,PG13
17054,17054,42646,Tooi Sora,"['Kids', 'Music']",,Music,1.0,"[datetime.datetime(2000, 8, 3, 0, 0)]",['NHK'],['Unknown'],,Original,2.0,G
10633,10633,30727,Saenai Heroine no Sodatekata ♭,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'School']",Saekano:How to Raise a Boring Girlfriend .flat,TV,11.0,"[datetime.datetime(2017, 4, 14, 0, 0), datetime.datetime(2017, 6, 23, 0, 0)]","['Aniplex', 'Dentsu', 'Fuji TV', 'Cospa', 'Good Smile Company', 'Kansai Telecasting', 'Fujimi Shobo']",['Unknown'],A-1 Pictures,Light novel,22.0,PG13
15753,15753,39691,Robot Trains,['Kids'],,TV,32.0,"[datetime.datetime(2015, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,Original,13.0,G
12903,12903,35202,Hand Shakers: Go ago Go,['Action'],,Special,1.0,"[datetime.datetime(2017, 7, 26, 0, 0)]",['Unknown'],['Unknown'],GoHands,Original,23.0,PG13
14556,14556,37906,Gaikan Chiba,['Drama'],Gaikan Chiba,ONA,1.0,"[datetime.datetime(2018, 5, 16, 0, 0)]",['Unknown'],['Unknown'],,Original,6.0,G
14874,14874,38379,Lei Su Deng Shandian Chong Xian 3,"['Cars', 'Kids']",Flash & Dash S,TV,40.0,"[datetime.datetime(2012, 11, 1, 0, 0), nan]",['Alpha Group Co. Ltd.'],['Unknown'],,Original,24.0,G
15906,15906,39995,Super Senko-san Time Episode 12,"['Slice of Life', 'Comedy', 'Supernatural', 'Romance']",,Special,1.0,"[datetime.datetime(2019, 9, 25, 0, 0)]",['Unknown'],['Unknown'],Doga Kobo,Web manga,1.0,
361,361,385,Gilgamesh,"['Drama', 'Fantasy', 'Sci-Fi', 'Supernatural']",Gilgamesh,TV,26.0,"[datetime.datetime(2003, 11, 2, 0, 0), datetime.datetime(2004, 3, 18, 0, 0)]",['Kansai Telecasting'],['ADV Films'],"Group TAC, Japan Vistec",Manga,23.0,R
4321,4321,5826,Oira no Yakyuu,['Sports'],Our Baseball Match,Movie,1.0,"[datetime.datetime(1931, 3, 1, 0, 0)]",['Unknown'],['Unknown'],,Original,9.0,G
17102,17102,42780,Boku no Me wa Neko no Me,"['Kids', 'Music', 'Romance']",,Music,1.0,"[datetime.datetime(1992, 2, 4, 0, 0)]",['NHK'],['Unknown'],,Original,2.0,G
9607,9607,27575,Spy Gekimetsu,"['Military', 'Historical']",,Movie,1.0,"[datetime.datetime(1942, 7, 16, 0, 0)]",['Unknown'],['Unknown'],,Original,12.0,G
2877,2877,3201,Pure-tou no Nakama-tachi,"['Fantasy', 'Kids']",Serendipity the Pink Dragon,TV,26.0,"[datetime.datetime(1983, 7, 1, 0, 0), datetime.datetime(1983, 12, 23, 0, 0)]",['Unknown'],['Unknown'],,,30.0,G
10902,10902,31302,Robo to Shoujo (Kari): Oshirase Gekijou (Kari),"['Comedy', 'Sci-Fi']",,ONA,5.0,"[datetime.datetime(2011, 7, 22, 0, 0), datetime.datetime(2011, 9, 5, 0, 0)]",['Unknown'],['Unknown'],,,1.0,PG13
9936,9936,29101,Grisaia no Kajitsu Specials,['Ecchi'],,Special,6.0,"[datetime.datetime(2014, 12, 25, 0, 0), datetime.datetime(2015, 5, 27, 0, 0)]",['Unknown'],['Unknown'],8bit,Visual novel,3.0,R+
9580,9580,27453,Pororo-wa Noraehaeyo,"['Kids', 'Music']",Sing-A-Long with Pororo,TV,14.0,"[datetime.datetime(2006, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,,3.0,G
3523,3523,4154,Time Bokan Series: Yattodetaman,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Mecha']",Firebird,TV,52.0,"[datetime.datetime(1981, 2, 7, 0, 0), datetime.datetime(1982, 2, 6, 0, 0)]",['Unknown'],['Unknown'],Tatsunoko Production,,20.0,PG13
6499,6499,11197,Kuma no Puutarou,['Comedy'],,TV,30.0,"[datetime.datetime(1995, 4, 19, 0, 0), datetime.datetime(1996, 3, 29, 0, 0)]",['Unknown'],['Unknown'],Studio Deen,,24.0,
13239,13239,35734,"Zoojazoo ""Watashi no Onaka""",['Music'],Zoojazoo “My Stomach”,Music,1.0,"[datetime.datetime(2015, 12, 8, 0, 0)]",['Unknown'],['Unknown'],,,2.0,G
471,471,504,Fatal Fury: The Motion Picture,"['Action', 'Adventure', 'Drama', 'Martial Arts', 'Romance', 'Shounen']",Fatal Fury:The Motion Picture,Movie,1.0,"[datetime.datetime(1994, 7, 16, 0, 0)]","['Shochiku', 'Nihon Ad Systems', 'Fuji TV']","['VIZ Media', 'Discotek Media']",,Game,96.0,R+
13334,13334,35965,Baja no Studio,"['Fantasy', 'Magic']",,OVA,1.0,"[datetime.datetime(2017, 10, 28, 0, 0)]","['Lantis', 'Rakuonsha']",['Unknown'],Kyoto Animation,Original,21.0,PG
819,819,904,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",Dragon Ball Z:Bio-Broly,Movie,1.0,"[datetime.datetime(1994, 7, 9, 0, 0)]",['Unknown'],['Funimation'],Toei Animation,Manga,50.0,PG13
11003,11003,31563,"Ano Hi, Bokura wa Senjou de: Shounenhei no Kokuhaku",['Historical'],,Special,1.0,"[datetime.datetime(2015, 8, 11, 0, 0)]",['Unknown'],['Unknown'],,Other,22.0,R
8894,8894,23303,Hiroshima e no Tabi,"['Drama', 'Historical', 'Slice of Life']",A Journey to Hiroshima,OVA,1.0,"[datetime.datetime(1994, 7, 20, 0, 0)]",['Shinano Kikaku'],['Unknown'],Toei Animation,,31.0,G
9906,9906,28953,Sougiya to Inu,"['Dementia', 'Horror']",The Undertaker and the Dog,Movie,1.0,"[datetime.datetime(2010, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,,4.0,G
11506,11506,32763,One and Three Four,['Music'],,Music,1.0,"[datetime.datetime(2013, 8, 8, 0, 0)]",['Space Shower Music'],['Unknown'],,Original,3.0,G
15304,15304,39037,Be Rockin',['Music'],Be Rockin',ONA,5.0,"[datetime.datetime(2011, 2, 7, 0, 0)]",['Unknown'],['Unknown'],Anon Pictures,Original,2.0,G
15108,15108,38766,Roll,['Cars'],ROLL,ONA,1.0,"[datetime.datetime(2014, 8, 16, 0, 0)]",['Unknown'],['Unknown'],,Original,0.0,G
6695,6695,12133,Sekaikei Sekai Ron,"['Sci-Fi', 'Psychological']",,OVA,1.0,"[datetime.datetime(2009, 1, 1, 0, 0)]",['Unknown'],['Sentai Filmworks'],,,4.0,G
7471,7471,16574,Yu☆Gi☆Oh! Zexal Special,"['Action', 'Fantasy', 'Game', 'Shounen']",,Special,1.0,"[datetime.datetime(2012, 9, 17, 0, 0)]","['TV Tokyo', 'Nihon Ad Systems']",['Unknown'],,Manga,8.0,PG13
14536,14536,37877,Promedicus,['School'],,ONA,4.0,"[datetime.datetime(2018, 1, 26, 0, 0), datetime.datetime(2018, 2, 10, 0, 0)]",['Unknown'],['Unknown'],,Original,0.0,G
17221,17221,43288,Tsukiusa. Gekijou,['Comedy'],,ONA,12.0,"[datetime.datetime(2020, 10, 7, 0, 0), datetime.datetime(2020, 12, 23, 0, 0)]",['Unknown'],['Unknown'],,Other,,PG13
8646,8646,22319,Tokyo Ghoul,"['Action', 'Mystery', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Seinen']",Tokyo Ghoul,TV,12.0,"[datetime.datetime(2014, 7, 4, 0, 0), datetime.datetime(2014, 9, 19, 0, 0)]","['Marvelous AQL', 'TC Entertainment', 'Shueisha']",['Funimation'],Studio Pierrot,Manga,24.0,R
9762,9762,28339,2005-nen Uchuu no Tabi,"['Space', 'Dementia', 'Sci-Fi']",,Special,1.0,"[datetime.datetime(2005, 12, 31, 0, 0)]",['Unknown'],['Unknown'],,Original,1.0,G
13161,13161,35610,Chizu no Nai Bouken,['Slice of Life'],Adventure Without a Map,ONA,1.0,"[datetime.datetime(2017, 5, 19, 0, 0)]",['Imagine'],['Unknown'],,Original,5.0,G
772,772,855,Strawberry Panic,"['Drama', 'Romance', 'School', 'Shoujo Ai']",Strawberry Panic,TV,26.0,"[datetime.datetime(2006, 4, 4, 0, 0), datetime.datetime(2006, 9, 26, 0, 0)]","['Lantis', 'Dwango']",['Media Blasters'],"Madhouse, Imagin",Other,25.0,PG13
4126,4126,5415,La Rose de Versailles,"['Military', 'Slice of Life', 'Historical', 'Drama', 'Romance']",,Special,1.0,"[datetime.datetime(2007, 1, 1, 0, 0)]",['Unknown'],['Unknown'],Toei Animation,,4.0,G
5160,5160,7803,Challenge Ichinensei de Kakkoii Ichinensei ni Henshin!,['Kids'],Question Fairy,OVA,1.0,"[datetime.datetime(2008, 2, 10, 0, 0), datetime.datetime(2008, 2, 11, 0, 0)]",['Unknown'],['Unknown'],,,35.0,PG
11749,11749,33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,"['Comedy', 'Romance', 'School']",,OVA,1.0,"[datetime.datetime(2016, 10, 27, 0, 0)]",['5pb.'],['feel.'],feel.,Light novel,23.0,PG13
4459,4459,6098,Sora no Manimani,"['Slice of Life', 'Comedy', 'Romance', 'School', 'Seinen']",At The Mercy of The Sky,TV,12.0,"[datetime.datetime(2009, 7, 7, 0, 0), datetime.datetime(2009, 9, 22, 0, 0)]","['Sony Pictures Entertainment', 'Marvelous', 'Lantis', 'Pony Canyon', 'AT-X', 'Delfi Sound']",['Unknown'],Studio Comet,Manga,23.0,PG13
1959,1959,2140,Aniyome,['Hentai'],,OVA,2.0,"[datetime.datetime(2004, 10, 8, 0, 0), datetime.datetime(2005, 1, 14, 0, 0)]",['Digital Works'],['Critical Mass Video'],Y.O.U.C,Visual novel,30.0,Rx
14005,14005,37023,Layton Mystery Tanteisha: Katri no Nazotoki File,"['Mystery', 'Comedy', 'Kids']",,TV,50.0,"[datetime.datetime(2018, 4, 8, 0, 0), datetime.datetime(2019, 3, 31, 0, 0)]",['Level-5'],['Unknown'],LIDENFILMS,Game,23.0,PG
15494,15494,39282,Beyblade Burst Gachi,"['Action', 'Sci-Fi', 'Adventure', 'Sports', 'Shounen']",,TV,52.0,"[datetime.datetime(2019, 4, 5, 0, 0), datetime.datetime(2020, 3, 27, 0, 0)]",['Unknown'],['Unknown'],OLM,Original,14.0,PG
16299,16299,40684,Twinkle World feat. Hatsune Miku,['Music'],,Music,1.0,"[datetime.datetime(2014, 8, 11, 0, 0)]","[""Toy's Factory""]",['Unknown'],,Original,4.0,G
4549,4549,6311,Sarutobi Ecchan,"['Comedy', 'Kids', 'Magic', 'School']",Sarutobi Ecchan,TV,26.0,"[datetime.datetime(1971, 10, 4, 0, 0), datetime.datetime(1972, 3, 27, 0, 0)]",['Unknown'],['Unknown'],Toei Animation,,25.0,PG
16835,16835,42072,Kenja no Deshi wo Nanoru Kenja,"['Adventure', 'Fantasy']",She professed herself the pupil of the wise man.,TV,,[nan],['Unknown'],['Unknown'],,Light novel,,
10476,10476,30332,Comics,['Dementia'],,Movie,1.0,"[datetime.datetime(1979, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,Original,3.0,G
14973,14973,38536,Hitori no Shita: The Outcast 3rd Season,"['Action', 'Mystery', 'Super Power', 'Psychological', 'Supernatural', 'Drama', 'Martial Arts']",The Outcast 3rd Season,ONA,8.0,"[datetime.datetime(2020, 4, 24, 0, 0), datetime.datetime(2020, 5, 8, 0, 0)]",['Unknown'],['Unknown'],BigFireBird Animation,Manga,23.0,R
7874,7874,18375,Kaitou Reinya Pilot,['Comedy'],,Special,1.0,"[datetime.datetime(2010, 6, 25, 0, 0)]",['Unknown'],['Unknown'],Stingray,4-koma manga,3.0,G
14971,14971,38534,Huoli Shaonian Wang 3,"['Game', 'Kids']",Blazing Teens 3,TV,40.0,"[datetime.datetime(2010, 1, 1, 0, 0)]",['Alpha Group Co. Ltd.'],['Unknown'],,Original,24.0,G
13535,13535,36290,Xiang Ling Ji,"['Action', 'Demons', 'Fantasy']",,ONA,15.0,"[datetime.datetime(2017, 3, 22, 0, 0), datetime.datetime(2017, 8, 16, 0, 0)]",['Tencent Animation & Comics'],['Unknown'],"Pb Animation Co. Ltd., Studio LAN",Web manga,16.0,PG13
13295,13295,35854,Zero Seiki Movie 2: Herlock,"['Action', 'Sci-Fi', 'Adventure']",,Movie,1.0,[nan],['Unknown'],['Unknown'],,Manga,,
14164,14164,37285,"Ippun de Wakaru Eiga ""Donten ni Warau"" Kaisetsu Yokoku","['Historical', 'Parody']",,ONA,1.0,"[datetime.datetime(2018, 2, 9, 0, 0)]",['Unknown'],['Unknown'],,Other,1.0,G
16374,16374,40812,Furidashi,"['Dementia', 'Music']",Starting Over,Movie,1.0,"[datetime.datetime(2016, 1, 1, 0, 0)]",['Geidai Animation'],['Unknown'],,Original,8.0,G
7762,7762,17871,Yonhyaku-nijuu Renpai Girl,"['Comedy', 'Romance', 'School']","If I don't successfully pick up 420 girls, I am going to die in a lot of different ways.",Special,1.0,"[datetime.datetime(2013, 1, 25, 0, 0)]",['Unknown'],['Kadokawa'],Trigger,Light novel,2.0,PG13
14125,14125,37217,Heat Meat Up: Kokusan Sengen,['Music'],Heat Meat Up:Domestic Proclamation,Music,1.0,"[datetime.datetime(2015, 2, 27, 0, 0)]",['Unknown'],['Unknown'],,Original,3.0,G
486,486,519,Mahoraba: Heartful days,"['Comedy', 'Drama', 'Romance', 'Shounen']",,TV,26.0,"[datetime.datetime(2005, 1, 10, 0, 0), datetime.datetime(2005, 6, 27, 0, 0)]","['Starchild Records', 'TV Tokyo Music']",['Unknown'],J.C.Staff,Manga,23.0,PG13
16137,16137,40403,Shin Sakura Taisen the Animation,"['Sci-Fi', 'Adventure', 'Mecha', 'Shounen']",Sakura Wars the Animation,TV,12.0,"[datetime.datetime(2020, 4, 3, 0, 0), datetime.datetime(2020, 6, 19, 0, 0)]","['Sega', 'Sammy', 'Tencent Japan']",['Funimation'],SANZIGEN,Game,23.0,PG13
4428,4428,6041,Honoo no Haramase Doukyuusei,"['Harem', 'Hentai', 'School', 'Yuri']",,OVA,2.0,"[datetime.datetime(2008, 12, 25, 0, 0), datetime.datetime(2009, 6, 25, 0, 0)]","['Milky Animation Label', 'T-Rex']",['Unknown'],,Visual novel,30.0,Rx
13010,13010,35365,Kkoma Sinseon Tao 2,"['Kids', 'Magic']",Little Wizard Tao 2,TV,13.0,"[datetime.datetime(2013, 1, 5, 0, 0), datetime.datetime(2013, 4, 6, 0, 0)]",['Unknown'],['Unknown'],,Original,22.0,G
11960,11960,33548,Babyshiba,['Comedy'],,Special,7.0,"[datetime.datetime(2011, 1, 1, 0, 0), datetime.datetime(2020, 2, 20, 0, 0)]",['Unknown'],['Unknown'],,Original,0.0,G
14577,14577,37937,Wan Jie Xian Zong,"['Action', 'Adventure', 'Demons', 'Fantasy', 'Historical', 'Martial Arts', 'Romance']",,ONA,40.0,"[datetime.datetime(2018, 3, 21, 0, 0), datetime.datetime(2018, 7, 28, 0, 0)]",['Ruo Hong Culture'],['Unknown'],,Web manga,7.0,PG13
8799,8799,22955,Francesca,"['Fantasy', 'Comedy']",Hungry Zombie Francesca,TV,24.0,"[datetime.datetime(2014, 7, 7, 0, 0), datetime.datetime(2014, 12, 15, 0, 0)]","['Pony Canyon', 'Bandai Namco Games', 'Daiichikosho', 'HeART-BIT', 'Hokkaido Azmacy', 'Hokkaido Cultural Broadcasting', 'Teichiku Entertainment', 'Amuse']",['Unknown'],Telecom Animation Film,Original,11.0,PG13
13017,13017,35376,Himouto! Umaru-chan R,"['Comedy', 'School', 'Seinen', 'Slice of Life']",,TV,12.0,"[datetime.datetime(2017, 10, 8, 0, 0), datetime.datetime(2017, 12, 24, 0, 0)]","['AT-X', 'Flex Comix', 'TOHO animation', 'Good Smile Company', 'Shueisha', 'bilibili', 'BS11', 'Jinnan Studio', 'RAY']",['Sentai Filmworks'],Doga Kobo,Manga,23.0,PG13
6639,6639,11837,Zetman,"['Action', 'Drama', 'Horror', 'Romance', 'Sci-Fi', 'Seinen', 'Supernatural']",Zetman,TV,13.0,"[datetime.datetime(2012, 4, 3, 0, 0), datetime.datetime(2012, 6, 26, 0, 0)]","['TV Asahi', 'Asatsu DK', 'YTV', 'Toho', 'Sakura Create', 'TMS Music']","['VIZ Media', 'NYAV Post']",TMS Entertainment,Manga,24.0,R+
9718,9718,28109,Kuzuryuugawa to Shounen,"['Drama', 'Historical']",The Boy & A Great River,OVA,1.0,"[datetime.datetime(1998, 10, 1, 0, 0)]",['Unknown'],['Unknown'],Mushi Production,,30.0,G
14020,14020,37050,Sore Ike! Anpanman: Kagayake! Kurun to Inochi no Hoshi,"['Comedy', 'Kids', 'Fantasy']",,Movie,1.0,"[datetime.datetime(2018, 6, 30, 0, 0)]",['Unknown'],['Unknown'],TMS Entertainment,Picture book,,PG
5277,5277,8197,So Ra No Wo To Specials,"['Military', 'Music', 'Sci-Fi', 'Slice of Life']",Sound of the Sky,Special,2.0,"[datetime.datetime(2010, 6, 23, 0, 0), datetime.datetime(2010, 9, 22, 0, 0)]",['Aniplex'],['Unknown'],A-1 Pictures,Original,24.0,PG13
1832,1832,2012,Jigoku Sensei Nube,"['Adventure', 'Comedy', 'Horror', 'Romance', 'School', 'Shounen', 'Supernatural']",,TV,49.0,"[datetime.datetime(1996, 4, 13, 0, 0), datetime.datetime(1997, 6, 21, 0, 0)]",['TV Asahi'],['Unknown'],Toei Animation,Manga,24.0,PG13
14475,14475,37764,Mobile Suit Gundam NT,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",Mobile Suit Gundam Narrative,Movie,1.0,"[datetime.datetime(2018, 11, 30, 0, 0)]","['Sotsu', 'Shochiku']",['NYAV Post'],Sunrise,Novel,90.0,PG13
12942,12942,35263,Escape from Tsuki no Uragawa Zoo,"['Drama', 'Fantasy', 'Music']",Escape from Tsuki no Uragawa Zoo,Music,1.0,"[datetime.datetime(2016, 11, 16, 0, 0)]",['Space Shower Music'],['Unknown'],,Music,3.0,PG
2083,2083,2277,Mahou Yuugi 2D,"['Adventure', 'Comedy', 'Magic', 'Fantasy']",Magical Play,ONA,24.0,"[datetime.datetime(2001, 11, 16, 0, 0), datetime.datetime(2002, 5, 3, 0, 0)]","['Starchild Records', 'Imagica', 'Arcturus']","['ADV Films', 'Sentai Filmworks']",AIC,Original,5.0,PG13
15710,15710,39617,Yakusoku no Neverland 2nd Season,"['Sci-Fi', 'Mystery', 'Psychological', 'Thriller', 'Shounen']",The Promised Neverland Season 2,TV,11.0,"[datetime.datetime(2021, 1, 8, 0, 0), nan]","['Aniplex', 'Shueisha']",['Aniplex of America'],CloverWorks,Manga,22.0,R
6005,6005,9968,Wana: Hakudaku Mamire no Houkago,['Hentai'],,OVA,2.0,"[datetime.datetime(2011, 2, 25, 0, 0), datetime.datetime(2011, 4, 28, 0, 0)]",['Suzuki Mirano'],['Unknown'],,Visual novel,30.0,Rx
12003,12003,33681,Flying Witch Petit Special,"['Comedy', 'Slice of Life', 'Supernatural']",,Special,1.0,"[datetime.datetime(2016, 6, 22, 0, 0)]","['VAP', 'Magic Capsule']",['Sentai Filmworks'],domerica,Manga,2.0,PG13
5446,5446,8626,Good Morning,"['Slice of Life', 'Music']",,Music,1.0,"[datetime.datetime(2008, 4, 1, 0, 0)]",['Unknown'],['Unknown'],OLM,Music,3.0,G
13654,13654,36480,Drifters (OVA),"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Historical', 'Samurai', 'Seinen']",Drifters,OVA,2.0,"[datetime.datetime(2017, 12, 23, 0, 0)]",['Unknown'],['Unknown'],Hoods Drifters Studio,Manga,26.0,R
16229,16229,40559,TRAPxTRAP feat. Hatsune Miku,['Music'],,Music,1.0,"[datetime.datetime(2013, 1, 25, 0, 0)]","[""Toy's Factory""]",['Unknown'],,Original,3.0,G
8163,8163,19877,Battle Spirits: Sword Eyes Gekitouden,"['Game', 'Adventure', 'Fantasy']",,TV,21.0,"[datetime.datetime(2013, 4, 7, 0, 0), datetime.datetime(2013, 9, 8, 0, 0)]",['Unknown'],['Unknown'],Sunrise,Card game,25.0,PG
13709,13709,36573,dwarf Movie Lab,['Kids'],,ONA,13.0,"[datetime.datetime(2014, 5, 2, 0, 0)]",['Unknown'],['Unknown'],dwarf,Other,0.0,G
6329,6329,10701,Ulysses 31 Pilot,"['Action', 'Adventure', 'Sci-Fi', 'Space']",,Special,1.0,"[datetime.datetime(1980, 1, 1, 0, 0)]",['Unknown'],['Unknown'],TMS Entertainment,,24.0,G
12789,12789,35055,Mametarou Ganbare,['Kids'],,OVA,1.0,[nan],['Unknown'],['Unknown'],,Original,7.0,G
3090,3090,3512,Tenshi Nanka ja Nai,"['Comedy', 'Drama', 'Shoujo']",,OVA,1.0,"[datetime.datetime(1994, 9, 21, 0, 0)]",['Shueisha'],['Unknown'],Group TAC,Manga,30.0,PG
5917,5917,9810,Nyani ga Nyandaa Nyandaa Kamen,"['Comedy', 'Kids']",,TV,83.0,"[datetime.datetime(2000, 2, 6, 0, 0), datetime.datetime(2001, 9, 30, 0, 0)]",['Unknown'],['Unknown'],Sunrise,Picture book,25.0,PG
4632,4632,6531,Kimihagu,['Hentai'],,OVA,2.0,"[datetime.datetime(2009, 5, 25, 0, 0), datetime.datetime(2009, 8, 25, 0, 0)]","['Milky Animation Label', 'MS Pictures']",['Unknown'],,Visual novel,30.0,Rx
3649,3649,4458,Bavel no Hon,['Kids'],Bavel's Book,Special,1.0,"[datetime.datetime(1996, 10, 14, 0, 0)]","['NHK', 'Yamamura Animation', 'Inc.']",['Unknown'],,,5.0,G
16199,16199,40504,Major 2nd (TV) 2nd Season,"['Comedy', 'Sports', 'Drama', 'Shounen']",,TV,25.0,"[datetime.datetime(2020, 4, 4, 0, 0), datetime.datetime(2020, 11, 7, 0, 0)]",['Unknown'],['Unknown'],OLM,Manga,24.0,PG13
12868,12868,35148,Nyanta no wo Tanjoubi wa Kaji Sawagi!,['Kids'],,OVA,1.0,"[datetime.datetime(2002, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,Original,11.0,G
